,Product Image Is Thumbnail - 2,Product Image Description - 2,Product UPC/EAN,Product Image Sort - 5,Free Shipping,Product Image Path - 3,Product Image Path - 4,Allow Purchases?,Page Title,Price,Product Image File - 5,Product Image Path - 1,Width,Product Image URL - 5,Brand Name,Product Image Index - 4,Product Image Index - 1,Track Inventory,Product Image ID - 3,Product Image Description - 1,Product Image Description - 3,Product Image Sort - 4,Product Image ID - 5,Product Image Path - 5,Fixed Shipping Price,Product Image Sort - 2,Product Type,Product Image Index - 2,Product Image URL - 4,Product Inventoried,Product Image File - 3,Product Image Path - 2,Height,Sale Price,Product ID,Product Image Is Thumbnail - 5,Product Image URL - 1,Product Image ID - 4,Product Name,Product Image File - 1,Product Image URL - 3,Category,Product Image Description - 5,Product Image Is Thumbnail - 4,Option Set,Search Keywords,Product Visible?,Description,Product Image ID - 2,Product Image Index - 5,Product Image Is Thumbnail - 3,Meta Description,Product Image Description - 4,Product Warranty,Product Description,Product Image File - 4,Depth,Product Image File - 2,Product Image ID - 1,Product Code/SKU,Current Stock Level,Product Image Sort - 3,Product Image Is Thumbnail - 1,Product Image Index - 3,Cost Price,Item Type,Product Image Sort - 1,Meta Keywords,Product Image URL - 2,Retail Price,Product Weight
43891,,"Xander, 18-19, Descente, LIMMSDBK, L",,5.0,,,,N,,[FIXED]276.5,,,,,,,,,,"Xander, 18-19, Descente, LIMMSDBK, L","Xander, 18-19, Descente, LIMMSDBK, L",4.0,,,,2.0,,,,Y,,,,276.5,,,,,,08820_0.jpg,,,"Xander, 18-19, Descente, LIMMSDBK, L",,,,N,,,,,,"Xander, 18-19, Descente, LIMMSDBK, L",,,,,,,1-08820,,3.0,,,,Rule,1.0,,,395.0,0.0
43892,,"Xander, 18-19, Descente, LIMMSDBK, XL",,5.0,,,,N,,[FIXED]276.5,,,,,,,,,,"Xander, 18-19, Descente, LIMMSDBK, XL","Xander, 18-19, Descente, LIMMSDBK, XL",4.0,,,,2.0,,,,Y,,,,276.5,,,,,,08821_0.jpg,,,"Xander, 18-19, Descente, LIMMSDBK, XL",,,,N,,,,,,"Xander, 18-19, Descente, LIMMSDBK, XL",,,,,,,1-08821,,3.0,,,,Rule,1.0,,,395.0,0.0
43893,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, , ",193128005641,5.0,,,,Y,Xdr 76 St C W/L10 Gw L80 19-20,279.99,,,,,Salomon Ski,,,by option,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, , ","Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, , ",4.0,,,,2.0,P,,,Y,,,,279.99,,,,,Xdr 76 St C W/L10 Gw L80 19-20,25153_0.jpg,,Ski/Skis/Adult,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, , ",,Xdr 76 St C W/L10 Gw L80 19-20,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, , ",Y,,,,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, , ","<dt style=""font-size:14px;""><strong>Terrain:All Mountain/Resort</strong>
<ul>
<dt style=""font-size:14px;""><strong>Shape:Directional</strong>
<ul>
<dt style=""font-size:14px;""><strong>Dimensions:120/76/102</strong> 
<ul>
<dt style=""font-size:14px;""><strong>Turn Radius:13m</strong> 
<ul>
<dt style=""font-size:14px;""><strong>Ski Core:Poplar Wood Core</strong> 
<ul
<li>Carbon Fiber and Flax with a Ti Power Plate for taking it edge to edge</li>
<li>Full Sandwich Construction</li>
<li>System with Atomic L10 GW L80 Binding</li>
<li></li>
</ul>
",,,,,,0-25153,5.0,3.0,,,198.66,Product,1.0,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, , ",,480.0,0.0
43894,,,193128005641,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,279.99,,,,,"[RT]Color=BLKBLUYL,[RB]Size=140CM",,,,,,,,Y,,,,,,,,,,,,,1-25153,3.0,,,,198.66,SKU,,,,480.0,0.0
43895,,,193128005658,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,279.99,,,,,"[RT]Color=BLKBLUYL,[RB]Size=150CM",,,,,,,,N,,,,,,,,,,,,,1-25154,0.0,,,,198.66,SKU,,,,480.0,0.0
43896,,,193128005665,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,279.99,,,,,"[RT]Color=BLKBLUYL,[RB]Size=160CM",,,,,,,,Y,,,,,,,,,,,,,1-25155,1.0,,,,198.66,SKU,,,,480.0,0.0
43897,,,193128005672,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,279.99,,,,,"[RT]Color=BLKBLUYL,[RB]Size=170CM",,,,,,,,N,,,,,,,,,,,,,1-25156,0.0,,,,180.6,SKU,,,,480.0,0.0
43898,,,193128005689,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,279.99,,,,,"[RT]Color=BLKBLUYL,[RB]Size=180CM",,,,,,,,Y,,,,,,,,,,,,,1-25157,1.0,,,,180.6,SKU,,,,480.0,0.0
43899,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 140CM",,5.0,,,,Y,,[FIXED]279.99,,,,,,,,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 140CM","Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 140CM",4.0,,,,2.0,,,,Y,,,,279.99,,,,,,25153_0.jpg,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 140CM",,,,Y,,,,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 140CM",,,,,,,1-25153,,3.0,,,,Rule,1.0,,,480.0,0.0
43900,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 150CM",,5.0,,,,N,,[FIXED]279.99,,,,,,,,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 150CM","Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 150CM",4.0,,,,2.0,,,,Y,,,,279.99,,,,,,25154_0.jpg,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 150CM",,,,N,,,,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 150CM",,,,,,,1-25154,,3.0,,,,Rule,1.0,,,480.0,0.0
43901,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 160CM",,5.0,,,,Y,,[FIXED]279.99,,,,,,,,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 160CM","Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 160CM",4.0,,,,2.0,,,,Y,,,,279.99,,,,,,25155_0.jpg,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 160CM",,,,Y,,,,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 160CM",,,,,,,1-25155,,3.0,,,,Rule,1.0,,,480.0,0.0
43902,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 170CM",,5.0,,,,N,,[FIXED]279.99,,,,,,,,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 170CM","Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 170CM",4.0,,,,2.0,,,,Y,,,,279.99,,,,,,25156_0.jpg,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 170CM",,,,N,,,,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 170CM",,,,,,,1-25156,,3.0,,,,Rule,1.0,,,480.0,0.0
43903,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 180CM",,5.0,,,,Y,,[FIXED]279.99,,,,,,,,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 180CM","Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 180CM",4.0,,,,2.0,,,,Y,,,,279.99,,,,,,25157_0.jpg,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 180CM",,,,Y,,,,,,"Xdr, 76, St, C, W/L10, Gw, L80, 19-20, Salomon, Ski, BLKBLUYL, 180CM",,,,,,,1-25157,,3.0,,,,Rule,1.0,,,480.0,0.0
43904,,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , ",889645794730,5.0,,,,N,Xdr 79 Cf W/ Z11 18-19,359.99,,,,,Salomon Ski,,,by option,,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , ","Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , ",4.0,,,,2.0,P,,,Y,,,,359.99,,,,,Xdr 79 Cf W/ Z11 18-19,09733_0.jpg,,Ski/Skis/Adult,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , ",,Xdr 79 Cf W/ Z11 18-19,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , ",N,,,,,,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , ","<ul>
<li>Category: On-Piste All Mountain</li>
<li>Z11 Walk</li>
<li>Flextrak</li>
<li>Semi Sandwich Construction</li>
<li>Core: Woodcore</li>
<li>All-Terrain Rocker 2.0</li>
<li>Ti Power Zone</li>
</ul>",,,,,,0-09733,0.0,3.0,,,269.5,Product,1.0,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , ",,725.0,0.0
43905,,,889645794730,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,359.99,,,,,[RB]Size=160CM,,,,,,,,N,,,,,,,,,,,,,1-09733,0.0,,,,269.5,SKU,,,,725.0,0.0
43906,,,889645794747,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,359.99,,,,,[RB]Size=170CM,,,,,,,,N,,,,,,,,,,,,,1-09734,0.0,,,,269.5,SKU,,,,725.0,0.0
43907,,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , 160CM",,5.0,,,,N,,[FIXED]359.99,,,,,,,,,,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , 160CM","Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , 160CM",4.0,,,,2.0,,,,Y,,,,359.99,,,,,,09733_0.jpg,,,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , 160CM",,,,N,,,,,,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , 160CM",,,,,,,1-09733,,3.0,,,,Rule,1.0,,,725.0,0.0
43908,,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , 170CM",,5.0,,,,N,,[FIXED]359.99,,,,,,,,,,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , 170CM","Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , 170CM",4.0,,,,2.0,,,,Y,,,,359.99,,,,,,09734_0.jpg,,,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , 170CM",,,,N,,,,,,"Xdr, 79, Cf, W/, Z11, 18-19, Salomon, Ski, , 170CM",,,,,,,1-09734,,3.0,,,,Rule,1.0,,,725.0,0.0
43909,,"Xplore, Xt, S, Lady, Mitt, 19-20, Leki, BLACK, XS",4028173792030,5.0,,,,N,Xplore Xt S Lady Mitt 19-20,129.95,,,,,Leki,,,by product,,"Xplore, Xt, S, Lady, Mitt, 19-20, Leki, BLACK, XS","Xplore, Xt, S, Lady, Mitt, 19-20, Leki, BLACK, XS",4.0,,,,2.0,P,,,Y,,,,129.95,,,,,Xplore Xt S Lady Mitt 19-20,23720_0.jpg,,Gear/Mittens/Adult,"Xplore, Xt, S, Lady, Mitt, 19-20, Leki, BLACK, XS",,Xplore Xt S Lady Mitt 19-20,"Xplore, Xt, S, Lady, Mitt, 19-20, Leki, BLACK, XS",N,,,,,,"Xplore, Xt, S, Lady, Mitt, 19-20, Leki, BLACK, XS",,,,,,,2-23720,0.0,3.0,,,52.0,Product,1.0,"Xplore, Xt, S, Lady, Mitt, 19-20, Leki, BLACK, XS",,129.95,0.0
43910,,"Xt, Free, 90, W, 18-19, Lange, , 24.5",3607682461739,5.0,,,,N,Xt Free 90 W 18-19,499.95,,,,,Lange,,,by product,,"Xt, Free, 90, W, 18-19, Lange, , 24.5","Xt, Free, 90, W, 18-19, Lange, , 24.5",4.0,,,,2.0,P,,,Y,,,,299.97,,,,,Xt Free 90 W 18-19,,,Ski/Boots/Adult,"Xt, Free, 90, W, 18-19, Lange, , 24.5",,Xt Free 90 W 18-19,"Xt, Free, 90, W, 18-19, Lange, , 24.5",N,,,,,,"Xt, Free, 90, W, 18-19, Lange, , 24.5",,,,,,,2-12752,0.0,3.0,,,251.94,Product,1.0,"Xt, Free, 90, W, 18-19, Lange, , 24.5",,600.0,0.0
43911,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , ",3607682983347,5.0,,,,N,Xt-Vent Jr Wxls/Tour Jr Si 19-20,175.0,,,,,Rossignol Ski,,,by option,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , ","Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , ",4.0,,,,2.0,P,,,Y,,,,175.0,,,,,Xt-Vent Jr Wxls/Tour Jr Si 19-20,,,Ski/Accessory,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , ",,Xt-Vent Jr Wxls/Tour Jr Si 19-20,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , ",N,,,,,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , ",,,,,,,0-23762,0.0,3.0,,,77.22,Product,1.0,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , ",,175.0,0.0
43912,,,3607682983347,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,175.0,,,,,[RB]Size=130,,,,,,,,N,,,,,,,,,,,,,1-23762,0.0,,,,77.22,SKU,,,,175.0,0.0
43913,,,3607682983354,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,175.0,,,,,[RB]Size=140,,,,,,,,N,,,,,,,,,,,,,1-23763,0.0,,,,77.22,SKU,,,,175.0,0.0
43914,,,3607682983378,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,175.0,,,,,[RB]Size=150,,,,,,,,N,,,,,,,,,,,,,1-23764,0.0,,,,77.22,SKU,,,,175.0,0.0
43915,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 130",,5.0,,,,N,,[FIXED]175.0,,,,,,,,,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 130","Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 130",4.0,,,,2.0,,,,Y,,,,175.0,,,,,,,,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 130",,,,N,,,,,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 130",,,,,,,1-23762,,3.0,,,,Rule,1.0,,,175.0,0.0
43916,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 140",,5.0,,,,N,,[FIXED]175.0,,,,,,,,,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 140","Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 140",4.0,,,,2.0,,,,Y,,,,175.0,,,,,,,,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 140",,,,N,,,,,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 140",,,,,,,1-23763,,3.0,,,,Rule,1.0,,,175.0,0.0
43917,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 150",,5.0,,,,N,,[FIXED]175.0,,,,,,,,,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 150","Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 150",4.0,,,,2.0,,,,Y,,,,175.0,,,,,,,,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 150",,,,N,,,,,,"Xt-Vent, Jr, Wxls/Tour, Jr, Si, 19-20, Rossignol, Ski, , 150",,,,,,,1-23764,,3.0,,,,Rule,1.0,,,175.0,0.0
43918,,"Xv, Binding, 19-20, Rossignol, Snowboards, , M/L",3607682449805,5.0,,,,Y,Xv Binding 19-20,219.95,,,,,Rossignol Snowboards,,,by product,,"Xv, Binding, 19-20, Rossignol, Snowboards, , M/L","Xv, Binding, 19-20, Rossignol, Snowboards, , M/L",4.0,,,,2.0,P,,,Y,,,,153.96,,,,,Xv Binding 19-20,10499_0.jpg,,Snowboard/Bindings/Adult,"Xv, Binding, 19-20, Rossignol, Snowboards, , M/L",,Xv Binding 19-20,"Xv, Binding, 19-20, Rossignol, Snowboards, , M/L",Y,,,,,"Buckle up and drop in with full confidence. Xavier De Le Rue's pro model binding, the XV snowboard binding delivers power and control for slaying big-mountain terrain. MagneBed S3R footbeds hit the three key receptor points on the foot, sending constant feedback for a precise board feel. The 3-degree canting complements our AsymWrap highbacks offering increased nose and tail pressure for instant power transmission and stability when ""almost"" isn't an option.","Xv, Binding, 19-20, Rossignol, Snowboards, , M/L","<dt style=""font-size:14px;""><strong>Overall Stiffness:8/10</strong>
<ul>
<dt style=""font-size:14px;""><strong>Buckles:Asymlight</strong>
<ul>
<dt style=""font-size:14px;""><strong>Baseplate:HCX-33</strong>
<ul>
<dt style=""font-size:14px;""><strong>Straps:Tall Boy w/ Spinal Cord</strong> 
<ul>
<li>3D AsymWrap highbacks deliver consistent boot to binding contact for instant power transmission and stability</li>
<li>3-degree canted footbeds create a natural stance alignment and allow for full nose and tail pressure when ollie-ing or buttering</li>
<li>Magnabed S3R footbeds feature gel pads under the foot's three receptor points for maximum shock absorption and reduced fatigue</li>
<li>Dual-density EVA foam strap padding delivers a natural flexing boot-binding interface for increased comfort and energy transfer</li>
</ul>","Buckle up and drop in with full confidence. Xavier De Le Rue's pro model binding, the XV snowboard binding delivers power and control for slaying big-mountain terrain. MagneBed S3R footbeds hit the three key receptor points on the foot, sending constant feedback for a precise board feel. The 3-degree canting complements our AsymWrap highbacks offering increased nose and tail pressure for instant power transmission and stability when ""almost"" isn't an option.",,,,,2-10499,1.0,3.0,,,110.76,Product,1.0,"Xv, Binding, 19-20, Rossignol, Snowboards, , M/L",,219.95,0.0
43919,,"Xv, Magtek, 17-18, Rossignol, Snowboards, , 163",3607682012788,5.0,,,,N,Xv Magtek 17-18,599.95,,,,,Rossignol Snowboards,,,by product,,"Xv, Magtek, 17-18, Rossignol, Snowboards, , 163","Xv, Magtek, 17-18, Rossignol, Snowboards, , 163",4.0,,,,2.0,P,,,Y,,,,419.97,,,,,Xv Magtek 17-18,50408_0.jpg,,Snowboard/Board/Adult,"Xv, Magtek, 17-18, Rossignol, Snowboards, , 163",,Xv Magtek 17-18,"Xv, Magtek, 17-18, Rossignol, Snowboards, , 163",N,,,,,"<P>Xavier De Le Rue's award-winning, big-mountain brainchild, the XV, is back to push the boundaries of big-mountain riding. The super directional shape with a large, stiff nose and narrower tapered tail offers effortless float and maneuverability. Serrated Edge technology ensures incomparable grip and edge control for the precision and confidence to plant your front foot and pin it over anything in your path. </P>","Xv, Magtek, 17-18, Rossignol, Snowboards, , 163","Features:<BR> &#8226; Amptek Elite Rocker<BR> &#8226; Reverse Super Directional <BR> &#8226; Aramid ( A.K.A. Kevlar)<BR> &#8226; Glass Fiber<BR> &#8226; Microcell<BR> &#8226; Roller Tip<BR> &#8226; Serrated Edges 7M<BR> &#8226; Flex: 9<BR>
<P>&nbsp;</P>","<P>Xavier De Le Rue's award-winning, big-mountain brainchild, the XV, is back to push the boundaries of big-mountain riding. The super directional shape with a large, stiff nose and narrower tapered tail offers effortless float and maneuverability. Serrated Edge technology ensures incomparable grip and edge control for the precision and confidence to plant your front foot and pin it over anything in your path. </P>",,,50408_1.jpg,,2-50408,0.0,3.0,,,302.64,Product,1.0,"Xv, Magtek, 17-18, Rossignol, Snowboards, , 163",,599.95,0.0
43920,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , ",3607682443452,5.0,,,,Y,Xv Magtek 19-20,419.97,,,,,Rossignol Snowboards,,,by option,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , ","Xv, Magtek, 19-20, Rossignol, Snowboards, , ",4.0,,,,2.0,P,,,Y,,,,419.97,,,,,Xv Magtek 19-20,10497_0.jpg,,Snowboard/Board/Adult,"Xv, Magtek, 19-20, Rossignol, Snowboards, , ",,Xv Magtek 19-20,"Xv, Magtek, 19-20, Rossignol, Snowboards, , ",Y,,,,,"<dt style=""font-size:14px;""><strong>Terrain:Freeride</strong>
<ul>
<dt style=""font-size:14px;""><strong>Rocker Type:AmpTek Elite Rocker</strong>
<ul>
<dt style=""font-size:14px;""><strong>Shape:Directional</strong>
<ul>
<dt style=""font-size:14px;""><strong>Flex Rating:10/10</strong> 
<ul>
<li>100% of Rossignol's wood snowboard cores originate from sustainably harvested forests</li>
<li>Our stiffest flex for advanced control and all-conditions freeride power</li>
<li>Reverse super directional flex maximizes power and control for aggressive freeriding</li>
<li>7M Serrated Edges enhance edge grip for maximum stability and edge hold in the firmest conditions</li>
<li>Tip Roller base technology delivers effortless steering, stability and float in deep snow</li>
<li>AmpTek Elite Rocker maintains explosive pop and edge-gripping stability</li>
<li></li>
<li></li>
<li></li>
<li></li>
</ul>","Xv, Magtek, 19-20, Rossignol, Snowboards, , ","Leave no line untracked. Designed in collaboration with big mountain rider Xavier De Le Rue, the XV is full-throttle freeride board designed for riders with a high threshold for speed and power. The super directional shape, large stiff nose and narrow tapered tail offer effortless float and maneuverability, while our 7M Serrated Edges maintain incomparable edge control for the precision and confidence to plant your front foot and pin it over anything in your path.","<dt style=""font-size:14px;""><strong>Terrain:Freeride</strong>
<ul>
<dt style=""font-size:14px;""><strong>Rocker Type:AmpTek Elite Rocker</strong>
<ul>
<dt style=""font-size:14px;""><strong>Shape:Directional</strong>
<ul>
<dt style=""font-size:14px;""><strong>Flex Rating:10/10</strong> 
<ul>
<li>100% of Rossignol's wood snowboard cores originate from sustainably harvested forests</li>
<li>Our stiffest flex for advanced control and all-conditions freeride power</li>
<li>Reverse super directional flex maximizes power and control for aggressive freeriding</li>
<li>7M Serrated Edges enhance edge grip for maximum stability and edge hold in the firmest conditions</li>
<li>Tip Roller base technology delivers effortless steering, stability and float in deep snow</li>
<li>AmpTek Elite Rocker maintains explosive pop and edge-gripping stability</li>
<li></li>
<li></li>
<li></li>
<li></li>
</ul>",,,10497_1.jpg,,0-10497,2.0,3.0,,,304.98,Product,1.0,"Xv, Magtek, 19-20, Rossignol, Snowboards, , ",,599.95,0.0
43921,,,3607682443452,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,419.97,,,,,[RB]Size=159,,,,,,,,Y,,,,,,,,,,,,,1-10497,1.0,,,,287.82,SKU,,,,599.95,0.0
43922,,,3607682443469,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,419.97,,,,,[RB]Size=163,,,,,,,,N,,,,,,,,,,,,,1-10498,0.0,,,,304.98,SKU,,,,599.95,0.0
43923,,,3607682443483,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,419.97,,,,,[RB]Size=164W,,,,,,,,Y,,,,,,,,,,,,,1-10500,1.0,,,,287.82,SKU,,,,599.95,0.0
43924,,,3607682443490,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,419.97,,,,,[RB]Size=168W,,,,,,,,N,,,,,,,,,,,,,1-11797,0.0,,,,304.98,SKU,,,,599.95,0.0
43925,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 159",,5.0,,,,Y,,[FIXED]419.97,,,,,,,,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 159","Xv, Magtek, 19-20, Rossignol, Snowboards, , 159",4.0,,,,2.0,,,,Y,,,,419.97,,,,,,10497_0.jpg,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 159",,,,Y,,,,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 159",,,,,10497_1.jpg,,1-10497,,3.0,,,,Rule,1.0,,,599.95,0.0
43926,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 163",,5.0,,,,N,,[FIXED]419.97,,,,,,,,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 163","Xv, Magtek, 19-20, Rossignol, Snowboards, , 163",4.0,,,,2.0,,,,Y,,,,419.97,,,,,,10498_0.jpg,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 163",,,,N,,,,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 163",,,,,10498_1.jpg,,1-10498,,3.0,,,,Rule,1.0,,,599.95,0.0
43927,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 164W",,5.0,,,,Y,,[FIXED]419.97,,,,,,,,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 164W","Xv, Magtek, 19-20, Rossignol, Snowboards, , 164W",4.0,,,,2.0,,,,Y,,,,419.97,,,,,,10500_0.jpg,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 164W",,,,Y,,,,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 164W",,,,,10500_1.jpg,,1-10500,,3.0,,,,Rule,1.0,,,599.95,0.0
43928,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 168W",,5.0,,,,N,,[FIXED]419.97,,,,,,,,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 168W","Xv, Magtek, 19-20, Rossignol, Snowboards, , 168W",4.0,,,,2.0,,,,Y,,,,419.97,,,,,,11797_0.jpg,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 168W",,,,N,,,,,,"Xv, Magtek, 19-20, Rossignol, Snowboards, , 168W",,,,,11797_1.jpg,,1-11797,,3.0,,,,Rule,1.0,,,599.95,0.0
